,ID,Age,Age_bins,Education,Marital_Status,Income,Income_groups,Childrens,Dt_Customer,Wines,Fruits,Meat,Fish,Sweet,Gold,Spending,Discount_Purchases,Web_Purchases,Catelog_Purchases,In-Store_Purchases,Accepted_3rd_Campaign,Accepted_4th_Campaign,Accepted_5th_Campaign,Accepted_1st_Campaign,Accepted_2nd_Campaign,Complain,Last_Campaign_Response,Average_Response_Rate
418,4216,33,Middle Aged,Bachelors,Single,91065.0,High Income,0,2013-02-22,822,114,108,179,137,114,1474,1,7,9,9,0,0,1,1,0,0,1,2
419,8581,43,Middle Aged,Masters,In Couple,49505.0,Average Income,2,2013-03-05,604,0,100,19,0,28,751,9,10,2,8,0,0,0,0,0,0,0,0
420,5929,41,Middle Aged,Masters,In Couple,37401.0,Average Income,1,2014-05-06,19,3,19,3,1,3,48,2,2,0,3,0,0,0,0,0,0,0,0
421,3129,31,Middle Aged,Bachelors,In Couple,30096.0,Average Income,1,2014-05-22,5,3,11,12,5,9,45,1,2,0,3,0,0,0,0,0,0,0,0
422,6528,32,Middle Aged,Masters,In Couple,18492.0,Low Income,1,2014-06-05,2,2,2,2,1,1,10,1,1,0,2,0,0,0,0,0,0,0,0
423,1361,40,Middle Aged,Masters,In Couple,82584.0,High Income,0,2013-06-04,1076,68,103,29,91,68,1435,1,3,4,8,0,1,1,0,0,0,1,2
424,6932,73,Senior,Masters,In Couple,93027.0,High Income,0,2013-04-13,1285,42,716,55,0,21,2119,0,7,10,5,0,0,1,0,0,0,0,1
425,7284,61,Senior,Bachelors,In Couple,48686.0,Average Income,3,2013-12-04,10,0,7,2,0,1,20,1,1,0,2,0,0,0,0,0,0,0,0
426,1340,28,Young,Bachelors,In Couple,92910.0,High Income,0,2014-04-24,551,137,792,179,103,33,1795,1,6,7,13,0,1,1,1,0,0,0,3
427,8746,25,Young,Bachelors,In Couple,75433.0,High Income,1,2014-04-05,800,0,297,0,34,57,1188,2,2,5,10,0,1,0,1,0,0,0,2
428,5987,25,Young,Bachelors,In Couple,10404.0,Low Income,1,2014-05-04,2,2,11,10,6,12,43,2,1,0,4,0,0,0,0,0,0,0,0
429,3767,46,Middle Aged,Bachelors,In Couple,61314.0,High Income,1,2013-04-25,378,0,189,97,172,172,1008,2,5,5,12,0,0,0,0,0,0,0,0
430,3725,53,Middle Aged,Masters,Single,84865.0,High Income,0,2013-05-09,1248,16,349,43,16,16,1688,1,2,4,9,0,1,1,1,1,0,1,4
431,4324,25,Young,Bachelors,In Couple,42387.0,Average Income,1,2012-10-29,235,0,235,19,4,191,684,5,8,1,7,0,0,0,0,0,0,0,0
432,238,47,Middle Aged,Bachelors,In Couple,67309.0,High Income,2,2013-01-23,515,47,181,149,95,95,1082,15,9,6,9,0,0,0,0,0,0,0,0
433,6694,50,Middle Aged,Bachelors,In Couple,75236.0,High Income,1,2013-11-25,438,66,400,12,38,114,1068,1,8,3,13,0,0,0,0,0,0,0,0
434,498,44,Middle Aged,Bachelors,Single,30015.0,Average Income,1,2014-02-02,25,0,22,2,3,5,57,2,1,0,4,0,0,0,0,0,0,0,0
435,9347,58,Middle Aged,Masters,In Couple,50943.0,Average Income,1,2013-06-21,31,0,7,2,0,6,46,1,1,0,3,0,0,0,0,0,0,0,0
436,9699,48,Middle Aged,Bachelors,Single,67272.0,High Income,1,2013-12-21,357,35,271,28,28,14,733,3,6,2,12,0,0,0,0,0,0,0,0
437,10664,65,Senior,Masters,Single,51529.0,Average Income,1,2013-09-07,400,4,35,6,0,22,467,2,9,1,5,0,0,0,0,0,0,0,0
438,5455,43,Middle Aged,Masters,In Couple,32011.0,Average Income,1,2013-08-22,99,0,15,2,1,5,122,3,2,1,4,0,0,0,0,0,0,0,0
439,456,28,Young,Bachelors,In Couple,7500.0,Low Income,1,2013-02-07,1,11,5,4,6,9,36,2,2,0,3,0,0,0,0,0,0,0,0
440,5012,25,Young,Bachelors,In Couple,28691.0,Low Income,1,2013-07-04,5,4,13,8,0,4,34,1,1,0,3,0,0,0,0,0,0,0,0
441,7495,66,Senior,Masters,In Couple,56223.0,Average Income,1,2013-12-20,77,28,31,16,0,4,156,2,2,1,5,0,0,0,0,0,0,0,0
442,5029,68,Senior,Bachelors,In Couple,18100.0,Low Income,0,2013-08-06,3,1,2,4,3,1,14,1,0,0,3,0,0,0,0,0,0,0,0
443,10642,25,Young,Bachelors,Single,30279.0,Average Income,1,2012-12-30,10,4,14,4,4,1,37,1,1,0,3,0,0,0,0,0,0,0,0
444,2106,40,Middle Aged,Bachelors,In Couple,20130.0,Low Income,0,2014-03-17,0,6,3,7,6,12,34,1,1,0,3,0,0,0,0,0,0,0,0
445,10364,55,Middle Aged,Bachelors,Single,23295.0,Low Income,0,2013-07-13,0,0,1,2,12,5,20,1,1,0,2,0,0,0,0,0,0,0,0
446,5954,42,Middle Aged,Masters,Single,42618.0,Average Income,1,2013-10-09,76,14,74,13,5,10,192,2,5,0,4,0,0,0,0,0,0,0,0
447,1137,50,Middle Aged,Bachelors,Single,81246.0,High Income,0,2013-12-29,398,190,537,61,156,37,1379,1,4,5,7,1,0,0,1,0,0,0,2
448,2541,38,Middle Aged,Bachelors,In Couple,24027.0,Low Income,1,2013-06-09,14,7,11,11,0,5,48,2,2,0,3,0,0,0,0,0,0,0,0
449,1142,61,Senior,Masters,In Couple,55707.0,Average Income,1,2013-12-22,208,7,82,30,66,35,428,2,3,2,9,0,0,0,0,0,0,0,0
450,2276,59,Middle Aged,Bachelors,Single,57959.0,Average Income,1,2013-05-02,430,16,322,43,24,33,868,5,4,7,11,0,0,0,0,0,0,0,0
451,2807,45,Middle Aged,Bachelors,In Couple,56796.0,Average Income,1,2013-02-16,656,38,161,62,47,37,1001,3,8,9,7,0,0,0,0,0,0,0,0
452,6471,43,Middle Aged,Masters,Single,36230.0,Average Income,1,2013-10-17,14,2,30,8,2,3,59,1,2,0,4,0,0,0,0,0,0,0,0
453,6131,34,Middle Aged,Bachelors,In Couple,70829.0,High Income,2,2013-12-01,141,70,106,72,19,23,431,2,4,2,8,0,0,0,0,0,0,0,0
454,6233,38,Middle Aged,Bachelors,In Couple,65991.0,High Income,1,2012-09-07,507,19,364,25,47,9,971,3,9,5,10,0,0,0,0,0,0,0,0
455,4148,42,Middle Aged,Bachelors,In Couple,38988.0,Average Income,3,2012-08-20,164,24,103,12,3,42,348,7,5,1,6,0,0,0,0,0,0,0,0
456,4947,48,Middle Aged,Bachelors,Single,89572.0,High Income,0,2012-09-15,606,24,974,197,194,64,2059,1,7,7,9,0,1,0,1,0,0,1,2
457,3225,30,Young,Masters,In Couple,42207.0,Average Income,1,2013-04-01,116,11,72,3,17,46,265,4,4,1,5,1,0,0,0,0,0,1,1
458,7540,62,Senior,Bachelors,In Couple,50300.0,Average Income,1,2014-05-25,143,15,60,24,23,5,270,2,2,1,8,0,0,0,0,0,0,0,0
459,10648,32,Middle Aged,Bachelors,In Couple,66664.0,High Income,0,2012-09-25,398,96,447,220,96,32,1289,1,5,7,6,0,0,0,0,0,0,0,0
460,1992,50,Middle Aged,Bachelors,In Couple,60597.0,High Income,1,2014-01-01,522,0,257,32,16,66,893,4,2,2,8,0,0,0,1,0,0,1,1
461,7851,65,Senior,Bachelors,Single,70165.0,High Income,0,2013-09-22,161,0,253,199,191,122,926,1,3,7,11,0,0,0,0,0,0,0,0
462,8594,56,Middle Aged,Masters,Single,50520.0,Average Income,1,2014-01-28,112,0,6,2,1,14,135,2,3,1,3,0,0,0,0,0,0,0,0
463,7059,51,Middle Aged,Bachelors,In Couple,80124.0,High Income,0,2014-06-26,483,84,398,205,84,241,1495,1,3,7,8,1,0,0,0,0,0,0,1
464,2815,39,Middle Aged,Bachelors,In Couple,33183.0,Average Income,1,2014-02-24,7,5,39,17,15,37,120,2,4,0,3,0,0,0,0,0,0,0,0
465,2416,45,Middle Aged,Masters,Single,66582.0,High Income,0,2014-03-03,789,25,420,16,38,0,1288,1,2,8,9,0,0,0,0,0,0,0,0
466,7999,59,Middle Aged,Masters,In Couple,75261.0,High Income,0,2013-04-23,1239,17,413,23,34,17,1743,1,5,6,5,0,1,1,0,0,0,1,2
467,9213,44,Middle Aged,Bachelors,Single,31880.0,Average Income,1,2012-10-31,4,1,5,2,0,3,15,1,1,0,2,0,0,0,0,0,0,0,0
468,9697,63,Senior,Bachelors,In Couple,53790.0,Average Income,2,2014-03-06,335,42,127,28,5,5,542,3,7,2,8,0,0,0,0,0,0,0,0
469,3916,43,Middle Aged,Masters,In Couple,49269.0,Average Income,1,2012-08-15,639,8,166,11,8,58,890,3,7,3,12,0,0,0,0,0,0,0,0
470,2021,39,Middle Aged,Bachelors,In Couple,61456.0,High Income,1,2013-03-27,563,76,384,84,192,89,1388,4,6,10,13,0,0,0,0,0,0,0,0
471,1581,34,Middle Aged,Bachelors,In Couple,37406.0,Average Income,1,2013-10-10,2,0,8,2,2,3,17,1,1,0,2,0,0,0,0,0,0,1,0
472,564,33,Middle Aged,Masters,In Couple,56937.0,Average Income,1,2012-08-04,746,8,125,11,8,8,906,7,8,6,9,0,1,0,0,0,0,1,1
473,6619,36,Middle Aged,Bachelors,In Couple,38415.0,Average Income,2,2013-01-02,22,1,13,4,0,4,44,2,1,0,3,0,0,0,0,0,0,0,0
474,9081,26,Young,Bachelors,Single,20518.0,Low Income,1,2014-05-18,4,1,6,4,1,9,25,1,1,1,2,0,0,0,0,0,0,0,0
475,178,58,Middle Aged,Bachelors,In Couple,62503.0,High Income,1,2013-02-18,478,0,193,110,75,117,973,4,8,3,11,0,0,0,0,0,0,0,0
476,916,42,Middle Aged,Masters,Single,41644.0,Average Income,2,2014-05-09,20,3,4,2,0,2,31,2,1,0,3,0,0,0,0,0,0,0,0
477,5512,37,Middle Aged,Masters,In Couple,55842.0,Average Income,1,2014-05-23,451,0,39,0,4,24,518,1,7,1,8,0,0,0,0,0,0,0,0
478,8970,42,Middle Aged,Masters,In Couple,62010.0,High Income,1,2012-10-23,371,22,39,6,0,92,530,4,6,2,7,0,0,0,0,0,0,0,0
479,10581,37,Middle Aged,Bachelors,In Couple,41124.0,Average Income,1,2012-10-31,281,7,84,15,0,119,506,7,7,3,4,0,0,0,0,0,0,0,0
480,5300,41,Middle Aged,Masters,In Couple,38961.0,Average Income,1,2013-12-30,19,7,19,0,1,24,70,1,2,1,2,0,0,0,0,0,0,0,0
481,5154,42,Middle Aged,Masters,Single,37760.0,Average Income,1,2013-08-11,26,3,13,2,10,0,54,1,2,0,3,0,0,0,0,0,0,0,0
482,8346,40,Middle Aged,Bachelors,Single,32233.0,Average Income,1,2012-08-19,138,15,35,25,11,72,296,2,6,2,2,1,0,0,0,0,0,1,1
483,1676,39,Middle Aged,Bachelors,In Couple,43057.0,Average Income,1,2013-10-30,213,2,44,0,2,5,266,4,4,2,5,0,0,0,0,0,0,0,0
484,9286,54,Middle Aged,Masters,In Couple,83151.0,High Income,0,2012-10-10,407,28,100,120,74,18,747,1,5,9,4,0,0,0,0,0,0,0,0
485,2426,50,Middle Aged,Masters,Single,78825.0,High Income,0,2012-09-14,483,74,114,169,37,18,895,1,5,10,13,0,0,0,0,0,0,1,0
486,5172,38,Middle Aged,Masters,In Couple,65104.0,High Income,1,2013-11-14,738,0,232,13,20,50,1053,2,3,5,7,0,0,0,0,0,0,0,0
487,5562,40,Middle Aged,Bachelors,In Couple,60093.0,High Income,1,2013-06-26,502,12,109,16,6,90,735,2,7,2,10,0,0,0,0,0,0,0,0
488,3436,45,Middle Aged,Bachelors,In Couple,14045.0,Low Income,1,2014-01-26,11,0,5,2,1,1,20,1,1,0,3,0,0,0,0,0,0,0,0
489,3921,62,Senior,Bachelors,Single,28457.0,Low Income,0,2012-10-28,24,1,108,29,29,14,205,1,4,1,4,0,0,0,0,0,0,0,0
490,3403,56,Middle Aged,Masters,In Couple,78952.0,High Income,1,2012-09-24,1170,19,594,99,76,134,2092,2,2,5,12,0,0,0,0,0,0,0,0
491,22,38,Middle Aged,Bachelors,Single,46310.0,Average Income,1,2012-12-03,185,2,88,15,5,14,309,2,6,1,5,0,0,0,0,0,0,0,0
492,10965,59,Middle Aged,Bachelors,In Couple,76005.0,High Income,0,2013-02-22,983,20,389,240,50,40,1722,1,3,5,13,0,0,0,1,0,0,0,1
493,9426,50,Middle Aged,Masters,Single,58308.0,Average Income,1,2013-01-12,691,0,69,10,0,130,900,4,2,6,3,0,0,0,0,0,0,0,0
494,6605,70,Senior,Masters,Single,55614.0,Average Income,0,2013-11-27,504,13,131,8,0,26,682,1,9,4,6,0,1,0,0,0,0,0,1
495,3136,52,Middle Aged,Masters,Single,59432.0,Average Income,1,2013-04-13,317,25,265,25,19,12,663,3,5,3,11,0,0,0,0,0,0,0,0
496,8737,36,Middle Aged,Bachelors,Single,55563.0,Average Income,1,2014-04-05,29,1,9,2,0,2,43,1,2,0,3,0,0,0,0,0,0,0,0
497,11088,43,Middle Aged,Masters,In Couple,78642.0,High Income,1,2013-04-21,1396,0,322,46,35,17,1816,1,4,9,4,0,0,0,0,0,0,0,0
498,716,65,Senior,Masters,In Couple,67911.0,High Income,1,2014-05-22,529,0,356,63,28,0,976,3,6,7,11,0,0,0,0,0,0,0,0
499,466,70,Senior,Bachelors,In Couple,65275.0,High Income,0,2013-04-03,388,14,218,91,14,21,746,1,4,3,13,0,0,0,0,0,0,0,0
500,9135,64,Senior,Bachelors,In Couple,27203.0,Low Income,2,2012-08-06,13,2,21,4,0,24,64,2,1,1,2,0,0,0,0,0,0,0,0
501,10623,53,Middle Aged,Masters,In Couple,48330.0,Average Income,1,2013-11-15,28,0,4,0,0,0,32,1,1,0,3,0,0,0,0,0,0,0,0
502,8151,24,Young,Undergraduate,In Couple,24279.0,Low Income,0,2012-12-29,16,36,21,20,62,108,263,1,4,1,3,0,0,0,0,0,0,0,0
503,5140,29,Young,Masters,In Couple,64355.0,High Income,1,2012-08-24,1047,0,140,67,38,153,1445,2,4,3,12,0,0,0,0,0,0,0,0
504,10160,58,Middle Aged,Masters,In Couple,50943.0,Average Income,1,2013-06-21,31,0,7,2,0,6,46,1,1,0,3,0,0,0,0,0,0,0,0
505,4945,61,Senior,Bachelors,Single,53653.0,Average Income,0,2012-11-07,815,10,239,28,10,108,1210,2,10,4,12,0,0,0,0,0,0,0,0
506,10584,38,Middle Aged,Bachelors,In Couple,65665.0,High Income,1,2013-12-02,225,162,387,106,36,29,945,1,5,10,8,0,0,0,0,0,0,0,0
507,6071,25,Young,Bachelors,Single,81217.0,High Income,0,2013-07-19,493,70,324,146,40,84,1157,1,3,7,11,0,0,0,0,0,0,0,0
508,3386,22,Young,Bachelors,In Couple,34935.0,Average Income,0,2013-06-21,34,4,66,3,10,20,137,1,2,1,4,0,0,0,0,0,0,0,0
509,8939,55,Middle Aged,Bachelors,Single,61250.0,High Income,1,2012-12-16,382,138,65,60,26,59,730,6,5,2,12,0,0,0,0,0,0,0,0
510,9925,33,Middle Aged,Masters,In Couple,39665.0,Average Income,1,2013-05-25,127,1,56,0,1,31,216,3,4,2,3,1,0,0,0,0,0,0,1
511,4320,35,Middle Aged,Bachelors,Single,60152.0,High Income,1,2013-03-28,325,83,300,86,58,91,943,1,6,4,12,0,0,0,0,0,0,0,0
512,5389,50,Middle Aged,Bachelors,In Couple,48920.0,Average Income,2,2013-10-20,238,17,68,8,10,6,347,3,6,2,5,0,1,0,0,0,0,0,1
513,6036,55,Middle Aged,Masters,In Couple,89120.0,High Income,0,2014-03-17,1168,92,408,72,129,55,1924,1,5,6,7,0,0,1,0,0,0,0,1
514,182,68,Senior,Masters,In Couple,44124.0,Average Income,1,2013-05-11,284,0,55,0,6,52,397,4,6,2,5,0,0,0,0,0,0,0,0
515,203,39,Middle Aged,Masters,Single,81169.0,High Income,0,2013-04-14,1288,20,613,80,61,27,2089,1,5,7,9,0,0,0,0,0,0,0,0
516,11025,53,Middle Aged,Bachelors,In Couple,36443.0,Average Income,2,2013-02-03,65,0,46,4,3,20,138,4,3,1,3,0,0,0,0,0,0,0,0
517,10203,24,Young,Bachelors,Single,26095.0,Low Income,1,2013-06-30,11,7,9,3,1,11,42,1,1,0,3,0,0,0,0,0,0,0,0
518,4607,55,Middle Aged,Bachelors,In Couple,71367.0,High Income,0,2013-08-23,227,23,389,42,21,75,777,1,4,5,7,0,0,0,0,0,0,0,0
519,3711,70,Senior,Masters,In Couple,80184.0,High Income,0,2014-03-01,1035,134,670,25,38,0,1902,1,6,3,10,0,0,1,1,0,0,0,2
520,3696,49,Middle Aged,Bachelors,Single,30630.0,Average Income,2,2014-01-27,27,1,12,2,0,10,52,2,2,0,3,0,0,0,0,0,0,0,0
521,2532,27,Young,Masters,Single,73454.0,High Income,0,2014-03-01,982,73,351,56,14,175,1651,1,2,4,6,1,0,0,0,0,0,0,1
522,9214,23,Young,Bachelors,In Couple,42691.0,Average Income,0,2013-08-16,179,2,64,38,17,58,358,1,5,1,6,0,0,0,0,0,0,0,0
523,4943,61,Senior,Bachelors,In Couple,70503.0,High Income,0,2012-09-30,1379,33,216,0,33,66,1727,1,2,4,9,0,1,1,0,0,0,0,2
524,35,27,Young,Bachelors,In Couple,25545.0,Low Income,1,2012-09-08,32,1,64,16,12,85,210,3,2,2,3,0,0,0,0,0,0,1,0
525,2258,28,Young,Bachelors,In Couple,32880.0,Average Income,1,2012-12-04,8,4,15,7,6,2,42,1,1,0,3,0,0,0,0,0,0,0,0
526,4322,56,Middle Aged,Masters,In Couple,77863.0,High Income,0,2013-11-27,881,38,319,16,25,12,1291,1,4,5,10,0,0,0,0,0,0,0,0
527,713,37,Middle Aged,Masters,In Couple,50353.0,Average Income,0,2014-06-08,141,15,153,67,31,35,442,1,4,4,6,0,0,0,0,0,0,0,0
528,4702,50,Middle Aged,Bachelors,Single,61839.0,High Income,0,2012-08-12,1000,155,379,224,17,120,1895,1,4,8,4,0,0,0,0,0,0,0,0
529,3281,54,Middle Aged,Masters,In Couple,49154.0,Average Income,2,2013-11-03,206,10,67,30,27,71,411,6,4,1,8,0,0,0,0,0,0,0,0
530,702,39,Middle Aged,Bachelors,Single,47682.0,Average Income,1,2013-02-15,162,61,83,97,57,61,521,4,4,3,8,0,0,0,0,0,0,0,0
531,2004,45,Middle Aged,Bachelors,Single,72679.0,High Income,1,2013-09-18,619,54,260,127,54,54,1168,1,4,7,5,0,0,0,0,0,0,0,0
532,4769,37,Middle Aged,Masters,In Couple,57954.0,Average Income,2,2014-06-18,456,4,24,0,0,9,493,7,8,2,6,0,1,0,0,0,0,0,1
533,4437,52,Middle Aged,Bachelors,In Couple,65316.0,High Income,2,2013-04-24,112,6,92,3,9,38,260,2,3,2,5,0,0,0,0,0,0,0,0
534,8724,32,Middle Aged,Bachelors,Single,28567.0,Low Income,1,2013-06-17,11,3,22,2,2,6,46,2,2,0,3,0,0,0,0,0,0,0,0
535,10741,63,Senior,Masters,In Couple,47352.0,Average Income,1,2013-04-11,172,12,112,8,0,15,319,4,6,1,5,0,0,0,0,0,0,0,0
536,1991,47,Middle Aged,Bachelors,In Couple,44931.0,Average Income,1,2014-01-18,78,0,11,0,0,7,96,1,2,1,3,0,0,0,0,0,0,0,0
537,6931,47,Middle Aged,Bachelors,Single,76982.0,High Income,0,2014-02-15,464,151,292,65,60,30,1062,1,8,3,4,0,0,1,0,0,0,1,1
538,11096,62,Senior,Bachelors,In Couple,57247.0,Average Income,1,2013-08-08,99,4,32,37,54,6,232,2,2,1,7,0,0,0,0,0,0,0,0
539,304,33,Middle Aged,Masters,Single,22944.0,Low Income,1,2013-12-23,19,3,19,4,5,26,76,3,3,0,3,0,0,0,0,0,0,0,0
540,3665,37,Middle Aged,Bachelors,In Couple,25315.0,Low Income,1,2013-11-07,1,9,8,11,3,22,54,3,3,0,3,0,0,0,0,0,0,0,0
541,10591,45,Middle Aged,Bachelors,Single,43638.0,Average Income,1,2012-08-06,63,10,83,7,19,19,201,2,4,1,4,0,0,0,0,0,0,0,0
542,5036,30,Young,Masters,Single,42710.0,Average Income,1,2012-11-28,252,3,42,4,3,102,406,2,4,5,3,0,0,0,0,0,0,0,0
543,5547,32,Middle Aged,Masters,In Couple,84169.0,High Income,0,2013-08-07,1478,19,403,0,19,0,1919,1,7,6,6,0,1,1,0,0,0,1,2
544,7822,38,Middle Aged,Bachelors,In Couple,54058.0,Average Income,1,2013-06-04,198,18,252,32,108,54,662,2,4,6,8,0,0,0,0,0,0,0,0
545,8541,24,Young,Bachelors,In Couple,24683.0,Low Income,1,2014-03-08,8,4,10,6,7,6,41,2,2,0,4,0,0,0,0,0,0,0,0
546,10955,50,Middle Aged,Bachelors,Single,85620.0,High Income,0,2014-01-07,416,46,925,60,107,46,1600,1,3,6,4,0,0,0,0,0,0,1,0
547,4368,34,Middle Aged,Bachelors,In Couple,47850.0,Average Income,1,2013-12-03,42,7,43,20,12,10,134,1,3,0,4,0,0,0,0,0,0,0,0
548,9671,46,Middle Aged,Bachelors,In Couple,19514.0,Low Income,2,2014-01-26,14,3,21,2,1,28,69,4,3,1,2,1,0,0,0,0,0,1,1
549,2256,41,Middle Aged,Masters,In Couple,27159.0,Low Income,2,2014-03-29,17,0,3,0,0,1,21,2,1,0,3,0,0,0,0,0,0,0,0
550,4279,51,Middle Aged,Bachelors,Single,39548.0,Average Income,2,2014-03-31,15,4,10,3,4,18,54,2,1,1,3,0,0,0,0,0,0,0,0
551,5371,25,Young,Bachelors,Single,21474.0,Low Income,1,2014-04-08,6,16,24,11,0,34,91,2,3,1,2,1,0,0,0,0,0,1,1
552,9240,43,Middle Aged,Masters,Single,60504.0,High Income,1,2014-02-07,458,0,24,6,4,34,526,2,6,2,8,0,0,0,0,0,0,0,0
553,9460,51,Middle Aged,Bachelors,In Couple,22419.0,Low Income,0,2013-04-18,30,3,47,19,21,42,162,1,3,2,2,0,0,0,0,0,0,0,0
554,9504,65,Senior,Masters,In Couple,81698.0,High Income,0,2013-11-06,179,28,520,111,123,47,1008,1,3,8,13,0,0,0,0,0,0,1,0
555,8692,62,Senior,Bachelors,In Couple,43462.0,Average Income,2,2012-09-12,90,17,97,15,6,15,240,6,4,1,5,0,0,0,0,0,0,0,0
556,448,36,Middle Aged,Masters,Single,54880.0,Average Income,1,2013-03-01,308,85,137,102,45,118,795,2,6,2,11,0,0,0,0,0,0,0,0
557,8314,32,Middle Aged,Bachelors,In Couple,79908.0,High Income,0,2013-04-05,557,129,761,29,185,111,1772,1,5,6,7,0,0,1,0,0,0,0,1
558,8420,44,Middle Aged,Bachelors,In Couple,15315.0,Low Income,0,2013-08-03,7,4,13,15,8,17,64,2,2,0,4,0,0,0,0,0,0,0,0
559,3174,55,Middle Aged,Bachelors,In Couple,87771.0,High Income,1,2013-05-22,1492,38,287,50,57,33,1957,1,5,10,4,0,1,1,1,1,0,1,4
560,7685,36,Middle Aged,Bachelors,In Couple,33039.0,Average Income,1,2013-09-09,30,8,12,8,8,12,78,1,2,0,4,0,0,0,0,0,0,0,0
561,3179,34,Middle Aged,Bachelors,Single,81741.0,High Income,0,2013-06-16,249,153,940,58,134,38,1572,0,6,6,7,0,0,0,0,0,0,0,0
562,9780,43,Middle Aged,Masters,In Couple,71499.0,High Income,1,2013-06-25,465,25,132,136,0,37,795,2,8,3,13,0,0,0,0,0,0,0,0
563,10681,44,Middle Aged,Bachelors,In Couple,62466.0,High Income,1,2014-01-15,129,129,259,168,121,83,889,5,6,3,12,0,0,0,0,0,0,0,0
564,10232,51,Middle Aged,Masters,Single,48799.0,Average Income,1,2013-11-05,174,18,81,28,6,24,331,3,3,2,7,0,0,0,0,0,0,0,0
565,4184,64,Senior,Masters,In Couple,52157.0,Average Income,1,2014-06-07,189,2,29,3,2,40,265,2,3,2,5,0,0,0,0,0,0,0,0
566,9120,52,Middle Aged,Bachelors,Single,66565.0,High Income,1,2012-12-05,747,10,161,65,40,42,1065,4,4,2,9,0,0,0,0,0,0,0,0
567,891,63,Senior,Masters,In Couple,29298.0,Low Income,2,2013-09-07,6,0,2,2,0,1,11,1,1,0,2,0,0,0,0,0,0,0,0
568,10381,35,Middle Aged,Bachelors,Single,47691.0,Average Income,1,2013-07-05,14,0,3,0,0,4,21,1,1,0,2,0,0,0,0,0,0,0,0
569,3525,44,Middle Aged,Bachelors,In Couple,38200.0,Average Income,2,2012-12-07,12,0,4,0,0,1,17,1,1,0,2,0,0,0,0,0,0,0,0
570,6818,40,Middle Aged,Bachelors,In Couple,44989.0,Average Income,1,2012-09-12,98,0,106,49,10,106,369,5,5,1,5,0,0,0,0,0,0,0,0
571,3526,46,Middle Aged,Masters,In Couple,38443.0,Average Income,2,2014-01-27,32,0,5,0,0,1,38,2,1,0,3,0,0,0,0,0,0,0,0
572,8181,36,Middle Aged,Bachelors,Single,38593.0,Average Income,1,2013-09-13,51,12,49,17,24,24,177,3,4,1,3,0,0,0,0,0,0,0,0
573,1029,44,Middle Aged,Masters,In Couple,64413.0,High Income,1,2013-08-01,200,5,44,0,10,20,279,1,5,1,5,0,0,0,0,0,0,0,0
574,7369,33,Middle Aged,Masters,In Couple,36959.0,Average Income,1,2013-10-02,25,6,25,6,0,0,62,2,2,0,3,0,0,0,0,0,0,0,0
575,2574,37,Middle Aged,Masters,In Couple,61996.0,High Income,1,2013-01-31,1050,12,144,0,0,24,1230,3,6,4,8,0,1,0,1,1,0,1,3
576,8159,46,Middle Aged,Bachelors,In Couple,51287.0,Average Income,2,2014-04-01,117,0,22,13,0,30,182,3,4,1,3,0,0,0,0,0,0,0,0
577,1160,44,Middle Aged,Bachelors,In Couple,13260.0,Low Income,2,2013-08-23,9,4,17,10,2,7,49,4,3,0,3,0,0,0,0,0,0,0,0
578,10242,48,Middle Aged,Masters,In Couple,47472.0,Average Income,2,2013-09-16,56,0,11,0,0,8,75,2,2,0,4,0,0,0,0,0,0,0,0
579,5253,58,Middle Aged,Masters,In Couple,54603.0,Average Income,2,2013-07-09,145,13,46,17,2,4,227,6,4,2,4,0,0,0,0,0,0,0,0
580,5966,40,Middle Aged,Masters,In Couple,45207.0,Average Income,2,2012-11-10,203,0,10,0,0,2,215,5,3,1,6,0,1,0,0,0,0,0,1
581,5314,63,Senior,Bachelors,In Couple,40689.0,Average Income,1,2013-03-18,270,3,27,39,6,99,444,7,7,1,5,0,0,0,0,0,0,0,0
582,5081,47,Middle Aged,Bachelors,In Couple,47821.0,Average Income,2,2013-10-20,9,0,16,6,6,10,47,1,1,0,3,0,0,0,0,0,0,0,0
583,5123,63,Senior,Masters,In Couple,27450.0,Low Income,0,2013-04-15,37,12,23,8,11,52,143,1,2,1,3,0,0,0,0,0,0,0,0
584,5756,31,Middle Aged,Bachelors,In Couple,39453.0,Average Income,1,2014-04-03,46,0,7,0,0,2,55,2,2,0,3,0,0,0,0,0,0,0,0
585,8036,43,Middle Aged,Bachelors,In Couple,26850.0,Low Income,2,2014-04-18,31,1,13,7,2,9,63,4,2,1,4,0,0,0,0,0,0,0,0
586,9058,59,Middle Aged,Bachelors,Single,79800.0,High Income,0,2012-09-23,1060,21,530,32,0,224,1867,1,5,11,5,1,0,1,1,0,0,1,3
587,5057,53,Middle Aged,Masters,In Couple,61794.0,High Income,1,2013-09-14,264,47,188,54,47,11,611,2,4,4,10,0,0,0,0,0,0,0,0
588,254,59,Middle Aged,Bachelors,In Couple,53863.0,Average Income,1,2014-05-17,399,4,30,6,4,30,473,3,7,1,7,0,1,0,0,0,0,0,1
589,4179,55,Middle Aged,Bachelors,In Couple,24221.0,Low Income,0,2013-08-20,8,9,9,2,5,22,55,1,1,1,3,0,0,0,0,0,0,0,0
590,3710,30,Young,Masters,Single,39684.0,Average Income,1,2012-10-12,19,0,35,6,4,17,81,2,2,1,2,0,0,0,0,0,1,1,0
